"","x"
"24970","US"
"24971","US"
"24972","US"
"24973","US"
"24974","US"
"24975","US"
"24976","US"
"24977","US"
"24978","US"
"24979","US"
"24980","US"
"24981","US"
"24982","US"
"24983","US"
"24984","US"
"24985","US"
"24986","US"
"24987","US"
"24988","US"
"24989","US"
"24990","US"
"24991","US"
"24992","US"
"24993","US"
"24994","US"
"24995","US"
"24996","US"
"24997","US"
"24998","US"
"24999","AU"
"25000","US"
"25001","US"
"25002","US"
"25003","US"
"25004","US"
"25005","US"
"25006","US"
"25007","US"
"25008","US"
"25009","US"
"25010","US"
"25011","US"
"25012","US"
"25013","US"
"25014","US"
"25015","US"
"25016","US"
"25017","US"
"25018","US"
"25019","US"
"25020","US"
"25021","US"
"25022","US"
"25023","US"
"25024","US"
"25025","US"
"25026","US"
"25027","US"
"25028","US"
"25029","US"
"25030","US"
"25031","US"
"25032","US"
"25033","US"
"25034","US"
"25035","US"
"25036","US"
"25037","US"
"25038","US"
"25039","US"
"25040","US"
"25041","US"
"25042","US"
"25043","US"
"25044","US"
"25045","US"
"25046","US"
"25047","US"
"25048","US"
"25049","US"
"25050","US"
"25051","US"
"25052","US"
"25053","US"
"25054","US"
"25055","US"
"25056","other"
"25057","US"
"25058","US"
"25059","US"
"25060","US"
"25061","US"
"25062","US"
"25063","US"
"25064","US"
"25065","US"
"25066","US"
"25067","US"
"25068","US"
"25069","US"
"25070","US"
"25071","US"
"25072","US"
"25073","US"
"25074","US"
"25075","US"
"25076","US"
"25077","US"
"25078","US"
"25079","US"
"25080","US"
"25081","US"
"25082","US"
"25083","US"
"25084","US"
"25085","US"
"25086","US"
"25087","US"
"25088","US"
"25089","US"
"25090","US"
"25091","US"
"25092","US"
"25093","US"
"25094","US"
"25095","US"
"25096","US"
"25097","US"
"25098","US"
"25099","US"
"25100","US"
"25101","US"
"25102","US"
"25103","US"
"25104","US"
"25105","US"
"25106","US"
"25107","US"
"25108","US"
"25109","US"
"25110","US"
"25111","US"
"25112","US"
"25113","US"
"25114","US"
"25115","US"
"25116","US"
"25117","US"
"25118","US"
"25119","US"
"25120","US"
"25121","US"
"25122","US"
"25123","US"
"25124","US"
"25125","US"
"25126","US"
"25127","US"
"25128","US"
"25129","US"
"25130","US"
"25131","US"
"25132","US"
"25133","US"
"25134","US"
"25135","US"
"25136","US"
"25137","US"
"25138","US"
"25139","US"
"25140","US"
"25141","US"
"25142","US"
"25143","US"
"25144","US"
"25145","US"
"25146","US"
"25147","US"
"25148","US"
"25149","US"
"25150","US"
"25151","US"
"25152","US"
"25153","US"
"25154","US"
"25155","US"
"25156","US"
"25157","US"
"25158","US"
"25159","US"
"25160","US"
"25161","US"
"25162","US"
"25163","US"
"25164","US"
"25165","US"
"25166","US"
"25167","US"
"25168","US"
"25169","US"
"25170","US"
"25171","US"
"25172","US"
"25173","US"
"25174","US"
"25175","US"
"25176","US"
"25177","US"
"25178","US"
"25179","US"
"25180","US"
"25181","US"
"25182","US"
"25183","US"
"25184","US"
"25185","US"
"25186","US"
"25187","US"
"25188","US"
"25189","US"
"25190","US"
"25191","US"
"25192","US"
"25193","US"
"25194","US"
"25195","US"
"25196","US"
"25197","US"
"25198","US"
"25199","US"
"25200","US"
"25201","US"
"25202","US"
"25203","US"
"25204","US"
"25205","US"
"25206","US"
"25207","US"
"25208","US"
"25209","US"
"25210","US"
"25211","US"
"25212","US"
"25213","US"
"25214","US"
"25215","US"
"25216","US"
"25217","US"
"25218","US"
"25219","US"
"25220","US"
"25221","US"
"25222","US"
"25223","US"
"25224","US"
"25225","US"
"25226","US"
"25227","US"
"25228","US"
"25229","US"
"25230","US"
"25231","US"
"25232","US"
"25233","US"
"25234","US"
"25235","US"
"25236","US"
"25237","US"
"25238","US"
"25239","US"
"25240","US"
"25241","US"
"25242","US"
"25243","US"
"25244","US"
"25245","US"
"25246","US"
"25247","US"
"25248","US"
"25249","US"
"25250","US"
"25251","US"
"25252","US"
"25253","US"
"25254","US"
"25255","US"
"25256","US"
"25257","US"
"25258","US"
"25259","US"
"25260","US"
"25261","US"
"25262","US"
"25263","US"
"25264","US"
"25265","US"
"25266","US"
"25267","US"
"25268","US"
"25269","US"
"25270","US"
"25271","US"
"25272","US"
"25273","US"
"25274","US"
"25275","US"
"25276","US"
"25277","US"
"25278","US"
"25279","US"
"25280","US"
"25281","US"
"25282","US"
"25283","US"
"25284","US"
"25285","US"
"25286","US"
"25287","US"
"25288","US"
"25289","US"
"25290","US"
"25291","US"
"25292","US"
"25293","US"
"25294","US"
"25295","US"
"25296","US"
"25297","US"
"25298","US"
"25299","US"
"25300","US"
"25301","US"
"25302","US"
"25303","US"
"25304","US"
"25305","US"
"25306","US"
"25307","US"
"25308","US"
"25309","US"
"25310","US"
"25311","US"
"25312","US"
"25313","US"
"25314","US"
"25315","US"
"25316","US"
"25317","US"
"25318","US"
"25319","US"
"25320","US"
"25321","US"
"25322","US"
"25323","US"
"25324","US"
"25325","US"
"25326","US"
"25327","US"
"25328","US"
"25329","US"
"25330","US"
"25331","US"
"25332","US"
"25333","US"
"25334","US"
"25335","US"
"25336","US"
"25337","US"
"25338","US"
"25339","US"
"25340","US"
"25341","US"
"25342","US"
"25343","US"
"25344","US"
"25345","US"
"25346","US"
"25347","US"
"25348","US"
"25349","US"
"25350","US"
"25351","US"
"25352","US"
"25353","US"
"25354","US"
"25355","US"
"25356","US"
"25357","US"
"25358","US"
"25359","US"
"25360","US"
"25361","US"
"25362","US"
"25363","US"
"25364","US"
"25365","US"
"25366","US"
"25367","US"
"25368","US"
"25369","US"
"25370","US"
"25371","US"
"25372","US"
"25373","US"
"25374","US"
"25375","US"
"25376","US"
"25377","US"
"25378","US"
"25379","US"
"25380","US"
"25381","US"
"25382","US"
"25383","US"
"25384","US"
"25385","US"
"25386","US"
"25387","US"
"25388","US"
"25389","US"
"25390","US"
"25391","US"
"25392","US"
"25393","US"
"25394","US"
"25395","US"
"25396","US"
"25397","US"
"25398","US"
"25399","US"
"25400","US"
"25401","US"
"25402","US"
"25403","US"
"25404","US"
"25405","US"
"25406","US"
"25407","US"
"25408","US"
"25409","US"
"25410","US"
"25411","US"
"25412","US"
"25413","US"
"25414","US"
"25415","US"
"25416","US"
"25417","US"
"25418","US"
"25419","US"
"25420","US"
"25421","US"
"25422","US"
"25423","US"
"25424","US"
"25425","US"
"25426","US"
"25427","US"
"25428","US"
"25429","US"
"25430","US"
"25431","US"
"25432","US"
"25433","US"
"25434","US"
"25435","US"
"25436","US"
"25437","US"
"25438","US"
"25439","US"
"25440","US"
"25441","US"
"25442","US"
"25443","US"
"25444","US"
"25445","US"
"25446","US"
"25447","US"
"25448","US"
"25449","US"
"25450","US"
"25451","US"
"25452","US"
"25453","US"
"25454","US"
"25455","US"
"25456","US"
"25457","US"
"25458","US"
"25459","US"
"25460","US"
"25461","US"
"25462","US"
"25463","FR"
"25464","US"
"25465","US"
"25466","US"
"25467","US"
"25468","US"
"25469","US"
"25470","US"
"25471","US"
"25472","US"
"25473","US"
"25474","US"
"25475","US"
"25476","US"
"25477","US"
"25478","US"
"25479","US"
"25480","US"
"25481","US"
"25482","US"
"25483","US"
"25484","US"
"25485","US"
"25486","US"
"25487","US"
"25488","US"
"25489","US"
"25490","US"
"25491","US"
"25492","US"
"25493","US"
"25494","US"
"25495","US"
"25496","US"
"25497","US"
"25498","US"
"25499","US"
"25500","US"
"25501","US"
"25502","US"
"25503","US"
"25504","US"
"25505","US"
"25506","US"
"25507","US"
"25508","US"
"25509","US"
"25510","US"
"25511","US"
"25512","US"
"25513","US"
"25514","US"
"25515","US"
"25516","US"
"25517","US"
"25518","US"
"25519","US"
"25520","US"
"25521","US"
"25522","US"
"25523","US"
"25524","US"
"25525","US"
"25526","US"
"25527","US"
"25528","US"
"25529","US"
"25530","US"
"25531","US"
"25532","US"
"25533","US"
"25534","US"
"25535","US"
"25536","US"
"25537","US"
"25538","US"
"25539","US"
"25540","US"
"25541","US"
"25542","US"
"25543","US"
"25544","US"
"25545","US"
"25546","US"
"25547","US"
"25548","US"
"25549","US"
"25550","US"
"25551","US"
"25552","US"
"25553","US"
"25554","US"
"25555","US"
"25556","US"
"25557","US"
"25558","US"
"25559","US"
"25560","US"
"25561","US"
"25562","US"
"25563","US"
"25564","US"
"25565","US"
"25566","US"
"25567","US"
"25568","US"
"25569","US"
"25570","US"
"25571","US"
"25572","US"
"25573","US"
"25574","US"
"25575","US"
"25576","US"
"25577","US"
"25578","US"
"25579","US"
"25580","US"
"25581","US"
"25582","US"
"25583","US"
"25584","US"
"25585","US"
"25586","US"
"25587","US"
"25588","US"
"25589","US"
"25590","US"
"25591","US"
"25592","US"
"25593","US"
"25594","US"
"25595","US"
"25596","US"
"25597","US"
"25598","US"
"25599","US"
"25600","US"
"25601","US"
"25602","US"
"25603","US"
"25604","US"
"25605","US"
"25606","US"
"25607","US"
"25608","US"
"25609","US"
"25610","US"
"25611","US"
"25612","US"
"25613","US"
"25614","US"
"25615","US"
"25616","US"
"25617","US"
"25618","US"
"25619","US"
"25620","US"
"25621","US"
"25622","US"
"25623","US"
"25624","US"
"25625","US"
"25626","US"
"25627","US"
"25628","US"
"25629","US"
"25630","US"
"25631","US"
"25632","US"
"25633","US"
"25634","US"
"25635","US"
"25636","US"
"25637","US"
"25638","US"
"25639","US"
"25640","US"
"25641","US"
"25642","US"
"25643","US"
"25644","US"
"25645","US"
"25646","US"
"25647","US"
"25648","US"
"25649","US"
"25650","US"
"25651","US"
"25652","US"
"25653","US"
"25654","US"
"25655","US"
"25656","US"
"25657","US"
"25658","US"
"25659","US"
"25660","US"
"25661","US"
"25662","US"
"25663","US"
"25664","US"
"25665","US"
"25666","US"
"25667","US"
"25668","US"
"25669","US"
"25670","US"
"25671","US"
"25672","US"
"25673","US"
"25674","US"
"25675","US"
"25676","US"
"25677","US"
"25678","US"
"25679","US"
"25680","US"
"25681","US"
"25682","US"
"25683","US"
"25684","US"
"25685","US"
"25686","US"
"25687","US"
"25688","US"
"25689","US"
"25690","US"
"25691","US"
"25692","US"
"25693","US"
"25694","US"
"25695","US"
"25696","US"
"25697","US"
"25698","US"
"25699","US"
"25700","US"
"25701","US"
"25702","US"
"25703","US"
"25704","US"
"25705","US"
"25706","US"
"25707","US"
"25708","US"
"25709","US"
"25710","US"
"25711","US"
"25712","US"
"25713","US"
"25714","US"
"25715","US"
"25716","US"
"25717","US"
"25718","US"
"25719","US"
"25720","US"
"25721","US"
"25722","US"
"25723","US"
"25724","US"
"25725","US"
"25726","US"
"25727","US"
"25728","US"
"25729","US"
"25730","US"
"25731","US"
"25732","US"
"25733","US"
"25734","US"
"25735","US"
"25736","US"
"25737","US"
"25738","US"
"25739","US"
"25740","US"
"25741","US"
"25742","US"
"25743","US"
"25744","US"
"25745","US"
"25746","US"
"25747","US"
"25748","US"
"25749","US"
"25750","US"
"25751","US"
"25752","US"
"25753","US"
"25754","US"
"25755","US"
"25756","US"
"25757","US"
"25758","US"
"25759","US"
"25760","US"
"25761","US"
"25762","US"
"25763","US"
"25764","US"
"25765","US"
"25766","US"
"25767","US"
"25768","US"
"25769","US"
"25770","US"
"25771","US"
"25772","US"
"25773","US"
"25774","US"
"25775","US"
"25776","US"
"25777","US"
"25778","US"
"25779","US"
"25780","US"
"25781","US"
"25782","US"
"25783","US"
"25784","US"
"25785","US"
"25786","US"
"25787","US"
"25788","US"
"25789","US"
"25790","US"
"25791","US"
"25792","US"
"25793","US"
"25794","US"
"25795","US"
"25796","US"
"25797","US"
"25798","US"
"25799","US"
"25800","US"
"25801","US"
"25802","US"
"25803","US"
"25804","US"
"25805","US"
"25806","US"
"25807","US"
"25808","US"
"25809","US"
"25810","US"
"25811","US"
"25812","US"
"25813","US"
"25814","US"
"25815","US"
"25816","US"
"25817","US"
"25818","US"
"25819","US"
"25820","US"
"25821","US"
"25822","US"
"25823","US"
"25824","US"
"25825","US"
"25826","US"
"25827","US"
"25828","US"
"25829","US"
"25830","US"
"25831","US"
"25832","US"
"25833","US"
"25834","US"
"25835","US"
"25836","US"
"25837","US"
"25838","US"
"25839","US"
"25840","US"
"25841","US"
"25842","US"
"25843","US"
"25844","US"
"25845","US"
"25846","US"
"25847","FR"
"25848","US"
"25849","US"
"25850","US"
"25851","US"
"25852","US"
"25853","US"
"25854","US"
"25855","US"
"25856","US"
"25857","US"
"25858","US"
"25859","US"
"25860","US"
"25861","US"
"25862","US"
"25863","US"
"25864","US"
"25865","US"
"25866","US"
"25867","US"
"25868","US"
"25869","US"
"25870","US"
"25871","US"
"25872","US"
"25873","US"
"25874","US"
"25875","US"
"25876","US"
"25877","US"
"25878","US"
"25879","US"
"25880","US"
"25881","US"
"25882","US"
"25883","US"
"25884","US"
"25885","US"
"25886","US"
"25887","US"
"25888","US"
"25889","US"
"25890","US"
"25891","US"
"25892","US"
"25893","US"
"25894","US"
"25895","US"
"25896","US"
"25897","US"
"25898","US"
"25899","US"
"25900","US"
"25901","US"
"25902","US"
"25903","US"
"25904","US"
"25905","US"
"25906","US"
"25907","US"
"25908","US"
"25909","US"
"25910","US"
"25911","US"
"25912","US"
"25913","US"
"25914","US"
"25915","US"
"25916","US"
"25917","US"
"25918","US"
"25919","US"
"25920","US"
"25921","US"
"25922","US"
"25923","US"
"25924","US"
"25925","US"
"25926","US"
"25927","US"
"25928","US"
"25929","US"
"25930","US"
"25931","US"
"25932","US"
"25933","US"
"25934","US"
"25935","US"
"25936","US"
"25937","US"
"25938","US"
"25939","US"
"25940","US"
"25941","US"
"25942","US"
"25943","US"
"25944","US"
"25945","US"
"25946","US"
"25947","US"
"25948","US"
"25949","US"
"25950","US"
"25951","US"
"25952","US"
"25953","US"
"25954","US"
"25955","US"
"25956","US"
"25957","US"
"25958","US"
"25959","US"
"25960","US"
"25961","US"
"25962","US"
"25963","US"
"25964","US"
"25965","US"
"25966","US"
"25967","US"
"25968","US"
"25969","US"
"25970","US"
"25971","US"
"25972","US"
"25973","US"
"25974","US"
"25975","US"
"25976","US"
"25977","US"
"25978","US"
"25979","US"
"25980","US"
"25981","US"
"25982","US"
"25983","US"
"25984","US"
"25985","US"
"25986","US"
"25987","US"
"25988","US"
"25989","US"
"25990","US"
"25991","US"
"25992","US"
"25993","US"
"25994","US"
"25995","US"
"25996","US"
"25997","US"
"25998","US"
"25999","US"
"26000","US"
"26001","US"
"26002","US"
"26003","US"
"26004","US"
"26005","US"
"26006","US"
"26007","US"
"26008","US"
"26009","US"
"26010","US"
"26011","US"
"26012","US"
"26013","US"
"26014","US"
"26015","US"
"26016","US"
"26017","US"
"26018","US"
"26019","US"
"26020","US"
"26021","US"
"26022","US"
"26023","US"
"26024","US"
"26025","US"
"26026","US"
"26027","US"
"26028","US"
"26029","US"
"26030","US"
"26031","US"
"26032","US"
"26033","US"
"26034","US"
"26035","US"
"26036","US"
"26037","US"
"26038","US"
"26039","US"
"26040","US"
"26041","US"
"26042","US"
"26043","US"
"26044","US"
"26045","US"
"26046","US"
"26047","US"
"26048","US"
"26049","US"
"26050","US"
"26051","US"
"26052","US"
"26053","US"
"26054","US"
"26055","US"
"26056","US"
"26057","US"
"26058","US"
"26059","US"
"26060","US"
"26061","US"
"26062","US"
"26063","US"
"26064","US"
"26065","US"
"26066","US"
"26067","US"
"26068","US"
"26069","US"
"26070","US"
"26071","US"
"26072","US"
"26073","US"
"26074","US"
"26075","US"
"26076","US"
"26077","US"
"26078","US"
"26079","US"
"26080","US"
"26081","US"
"26082","US"
"26083","US"
"26084","US"
"26085","US"
"26086","US"
"26087","US"
"26088","US"
"26089","US"
"26090","US"
"26091","US"
"26092","US"
"26093","US"
"26094","US"
"26095","US"
"26096","US"
"26097","US"
"26098","US"
"26099","US"
"26100","US"
"26101","US"
"26102","US"
"26103","US"
"26104","US"
"26105","US"
"26106","US"
"26107","US"
"26108","US"
"26109","US"
"26110","US"
"26111","US"
"26112","US"
"26113","US"
"26114","US"
"26115","US"
"26116","US"
"26117","US"
"26118","US"
"26119","US"
"26120","US"
"26121","US"
"26122","US"
"26123","US"
"26124","US"
"26125","US"
"26126","US"
"26127","US"
"26128","US"
"26129","US"
"26130","US"
"26131","US"
"26132","US"
"26133","US"
"26134","US"
"26135","US"
"26136","AU"
"26137","US"
"26138","US"
"26139","US"
"26140","US"
"26141","US"
"26142","US"
"26143","US"
"26144","US"
"26145","US"
"26146","US"
"26147","AU"
"26148","US"
"26149","US"
"26150","US"
"26151","US"
"26152","US"
"26153","US"
"26154","US"
"26155","US"
"26156","US"
"26157","US"
"26158","US"
"26159","AU"
"26160","US"
"26161","US"
"26162","US"
"26163","US"
"26164","US"
"26165","US"
"26166","US"
"26167","US"
"26168","US"
"26169","US"
"26170","US"
"26171","US"
"26172","US"
"26173","US"
"26174","US"
"26175","US"
"26176","US"
"26177","US"
"26178","US"
"26179","US"
"26180","US"
"26181","US"
"26182","US"
"26183","US"
"26184","US"
"26185","US"
"26186","US"
"26187","US"
"26188","US"
"26189","US"
"26190","US"
"26191","US"
"26192","US"
"26193","US"
"26194","US"
"26195","US"
"26196","US"
"26197","US"
"26198","US"
"26199","US"
"26200","US"
"26201","US"
"26202","US"
"26203","US"
"26204","US"
"26205","US"
"26206","US"
"26207","US"
"26208","US"
"26209","US"
"26210","US"
"26211","US"
"26212","US"
"26213","US"
"26214","US"
"26215","US"
"26216","US"
"26217","US"
"26218","US"
"26219","US"
"26220","US"
"26221","US"
"26222","US"
"26223","US"
"26224","US"
"26225","US"
"26226","US"
"26227","US"
"26228","US"
"26229","US"
"26230","US"
"26231","US"
"26232","US"
"26233","US"
"26234","US"
"26235","US"
"26236","US"
"26237","US"
"26238","US"
"26239","US"
"26240","US"
"26241","US"
"26242","US"
"26243","US"
"26244","US"
"26245","US"
"26246","US"
"26247","US"
"26248","US"
"26249","US"
"26250","US"
"26251","US"
"26252","US"
"26253","US"
"26254","US"
"26255","US"
"26256","US"
"26257","US"
"26258","US"
"26259","US"
"26260","US"
"26261","US"
"26262","US"
"26263","US"
"26264","US"
"26265","US"
"26266","US"
"26267","US"
"26268","US"
"26269","US"
"26270","US"
"26271","US"
"26272","US"
"26273","US"
"26274","US"
"26275","US"
"26276","US"
"26277","US"
"26278","US"
"26279","US"
"26280","US"
"26281","US"
"26282","US"
"26283","US"
"26284","US"
"26285","US"
"26286","US"
"26287","US"
"26288","US"
"26289","US"
"26290","US"
"26291","US"
"26292","US"
"26293","US"
"26294","US"
"26295","US"
"26296","US"
"26297","US"
"26298","US"
"26299","US"
"26300","US"
"26301","US"
"26302","US"
"26303","US"
"26304","US"
"26305","US"
"26306","US"
"26307","AU"
"26308","US"
"26309","US"
"26310","US"
"26311","US"
"26312","US"
"26313","US"
"26314","US"
"26315","US"
"26316","US"
"26317","US"
"26318","US"
"26319","US"
"26320","US"
"26321","US"
"26322","US"
"26323","US"
"26324","US"
"26325","US"
"26326","US"
"26327","US"
"26328","US"
"26329","US"
"26330","US"
"26331","US"
"26332","US"
"26333","US"
"26334","US"
"26335","US"
"26336","US"
"26337","US"
"26338","US"
"26339","US"
"26340","US"
"26341","US"
"26342","US"
"26343","US"
"26344","US"
"26345","US"
"26346","US"
"26347","US"
"26348","US"
"26349","US"
"26350","US"
"26351","US"
"26352","US"
"26353","US"
"26354","US"
"26355","US"
"26356","US"
"26357","US"
"26358","US"
"26359","US"
"26360","US"
"26361","US"
"26362","US"
"26363","US"
"26364","US"
"26365","US"
"26366","US"
"26367","US"
"26368","US"
"26369","US"
"26370","US"
"26371","US"
"26372","US"
"26373","US"
"26374","US"
"26375","US"
"26376","US"
"26377","US"
"26378","US"
"26379","US"
"26380","US"
"26381","US"
"26382","US"
"26383","US"
"26384","US"
"26385","US"
"26386","US"
"26387","US"
"26388","US"
"26389","US"
"26390","US"
"26391","US"
"26392","US"
"26393","US"
"26394","US"
"26395","US"
"26396","US"
"26397","US"
"26398","US"
"26399","US"
"26400","US"
"26401","US"
"26402","US"
"26403","US"
"26404","US"
"26405","US"
"26406","US"
"26407","US"
"26408","US"
"26409","US"
"26410","US"
"26411","US"
"26412","US"
"26413","US"
"26414","US"
"26415","US"
"26416","US"
"26417","US"
"26418","US"
"26419","US"
"26420","US"
"26421","US"
"26422","US"
"26423","US"
"26424","US"
"26425","US"
"26426","US"
"26427","US"
"26428","US"
"26429","US"
"26430","US"
"26431","US"
"26432","US"
"26433","US"
"26434","US"
"26435","US"
"26436","US"
"26437","US"
"26438","US"
"26439","US"
"26440","US"
"26441","US"
"26442","US"
"26443","US"
"26444","US"
"26445","US"
"26446","US"
"26447","US"
"26448","US"
"26449","US"
"26450","US"
"26451","US"
"26452","US"
"26453","US"
"26454","US"
"26455","US"
"26456","US"
"26457","US"
"26458","US"
"26459","US"
"26460","US"
"26461","US"
"26462","US"
"26463","US"
"26464","US"
"26465","US"
"26466","US"
"26467","US"
"26468","US"
"26469","US"
"26470","US"
"26471","US"
"26472","US"
"26473","US"
"26474","US"
"26475","US"
"26476","US"
"26477","US"
"26478","US"
"26479","US"
"26480","US"
"26481","US"
"26482","US"
"26483","US"
"26484","US"
"26485","US"
"26486","US"
"26487","US"
"26488","US"
"26489","US"
"26490","US"
"26491","US"
"26492","US"
"26493","US"
"26494","US"
"26495","US"
"26496","US"
"26497","US"
"26498","US"
"26499","US"
"26500","US"
"26501","US"
"26502","US"
"26503","US"
"26504","US"
"26505","US"
"26506","US"
"26507","US"
"26508","US"
"26509","US"
"26510","US"
"26511","US"
"26512","US"
"26513","US"
"26514","US"
"26515","US"
"26516","US"
"26517","US"
"26518","US"
"26519","US"
"26520","US"
"26521","US"
"26522","US"
"26523","US"
"26524","US"
"26525","US"
"26526","US"
"26527","US"
"26528","US"
"26529","US"
"26530","US"
"26531","US"
"26532","AU"
"26533","US"
"26534","US"
"26535","US"
"26536","US"
"26537","US"
"26538","US"
"26539","US"
"26540","US"
"26541","US"
"26542","US"
"26543","US"
"26544","US"
"26545","US"
"26546","US"
"26547","US"
"26548","US"
"26549","US"
"26550","US"
"26551","US"
"26552","US"
"26553","US"
"26554","US"
"26555","US"
"26556","US"
"26557","US"
"26558","US"
"26559","US"
"26560","US"
"26561","US"
"26562","US"
"26563","US"
"26564","US"
"26565","US"
"26566","US"
"26567","US"
"26568","US"
"26569","US"
"26570","US"
"26571","US"
"26572","US"
"26573","US"
"26574","US"
"26575","US"
"26576","US"
"26577","US"
"26578","US"
"26579","US"
"26580","US"
"26581","US"
"26582","US"
"26583","US"
"26584","US"
"26585","US"
"26586","US"
"26587","US"
"26588","US"
"26589","US"
"26590","US"
"26591","US"
"26592","US"
"26593","US"
"26594","US"
"26595","US"
"26596","US"
"26597","US"
"26598","US"
"26599","US"
"26600","US"
"26601","US"
"26602","US"
"26603","US"
"26604","US"
"26605","US"
"26606","US"
"26607","US"
"26608","US"
"26609","US"
"26610","US"
"26611","US"
"26612","US"
"26613","US"
"26614","US"
"26615","US"
"26616","US"
"26617","US"
"26618","US"
"26619","US"
"26620","US"
"26621","US"
"26622","US"
"26623","US"
"26624","US"
"26625","US"
"26626","US"
"26627","US"
"26628","US"
"26629","US"
"26630","US"
"26631","US"
"26632","US"
"26633","US"
"26634","US"
"26635","US"
"26636","US"
"26637","US"
"26638","US"
"26639","AU"
"26640","US"
"26641","US"
"26642","US"
"26643","US"
"26644","US"
"26645","US"
"26646","US"
"26647","US"
"26648","US"
"26649","US"
"26650","US"
"26651","US"
"26652","US"
"26653","US"
"26654","US"
"26655","US"
"26656","US"
"26657","US"
"26658","US"
"26659","US"
"26660","US"
"26661","US"
"26662","US"
"26663","US"
"26664","US"
"26665","US"
"26666","US"
"26667","US"
"26668","US"
"26669","US"
"26670","US"
"26671","US"
"26672","US"
"26673","US"
"26674","US"
"26675","US"
"26676","US"
"26677","US"
"26678","US"
"26679","US"
"26680","US"
"26681","US"
"26682","US"
"26683","US"
"26684","US"
"26685","US"
"26686","US"
"26687","US"
"26688","US"
"26689","US"
"26690","US"
"26691","US"
"26692","US"
"26693","US"
"26694","US"
"26695","US"
"26696","US"
"26697","US"
"26698","US"
"26699","US"
"26700","US"
"26701","US"
"26702","US"
"26703","US"
"26704","US"
"26705","US"
"26706","US"
"26707","US"
"26708","US"
"26709","US"
"26710","US"
"26711","US"
"26712","US"
"26713","US"
"26714","US"
"26715","US"
"26716","US"
"26717","US"
"26718","US"
"26719","US"
"26720","US"
"26721","US"
"26722","US"
"26723","US"
"26724","US"
"26725","US"
"26726","US"
"26727","US"
"26728","US"
"26729","US"
"26730","US"
"26731","US"
"26732","US"
"26733","US"
"26734","US"
"26735","US"
"26736","US"
"26737","US"
"26738","US"
"26739","US"
"26740","US"
"26741","US"
"26742","US"
"26743","US"
"26744","US"
"26745","US"
"26746","US"
"26747","US"
"26748","US"
"26749","US"
"26750","US"
"26751","US"
"26752","US"
"26753","US"
"26754","US"
"26755","US"
"26756","US"
"26757","AU"
"26758","US"
"26759","US"
"26760","US"
"26761","US"
"26762","US"
"26763","US"
"26764","US"
"26765","US"
"26766","US"
"26767","US"
"26768","US"
"26769","US"
"26770","US"
"26771","US"
"26772","US"
"26773","US"
"26774","US"
"26775","US"
"26776","US"
"26777","US"
"26778","US"
"26779","US"
"26780","US"
"26781","US"
"26782","US"
"26783","US"
"26784","US"
"26785","US"
"26786","US"
"26787","US"
"26788","US"
"26789","US"
"26790","US"
"26791","US"
"26792","US"
"26793","US"
"26794","US"
"26795","US"
"26796","US"
"26797","US"
"26798","US"
"26799","US"
"26800","US"
"26801","US"
"26802","US"
"26803","US"
"26804","US"
"26805","US"
"26806","US"
"26807","US"
"26808","US"
"26809","US"
"26810","US"
"26811","US"
"26812","US"
"26813","US"
"26814","US"
"26815","US"
"26816","US"
"26817","US"
"26818","US"
"26819","US"
"26820","US"
"26821","US"
"26822","US"
"26823","US"
"26824","US"
"26825","US"
"26826","US"
"26827","US"
"26828","US"
"26829","US"
"26830","US"
"26831","US"
"26832","US"
"26833","US"
"26834","US"
"26835","US"
"26836","US"
"26837","US"
"26838","US"
"26839","US"
"26840","US"
"26841","US"
"26842","US"
"26843","US"
"26844","US"
"26845","US"
"26846","US"
"26847","US"
"26848","US"
"26849","US"
"26850","US"
"26851","US"
"26852","US"
"26853","US"
"26854","US"
"26855","US"
"26856","US"
"26857","US"
"26858","US"
"26859","US"
"26860","US"
"26861","US"
"26862","US"
"26863","US"
"26864","US"
"26865","US"
"26866","US"
"26867","US"
"26868","US"
"26869","US"
"26870","US"
"26871","US"
"26872","US"
"26873","US"
"26874","US"
"26875","US"
"26876","US"
"26877","US"
"26878","US"
"26879","US"
"26880","US"
"26881","US"
"26882","US"
"26883","US"
"26884","US"
"26885","US"
"26886","US"
"26887","US"
"26888","US"
"26889","US"
"26890","US"
"26891","US"
"26892","US"
"26893","US"
"26894","US"
"26895","US"
"26896","US"
"26897","US"
"26898","US"
"26899","US"
"26900","US"
"26901","US"
"26902","US"
"26903","US"
"26904","US"
"26905","US"
"26906","US"
"26907","US"
"26908","US"
"26909","US"
"26910","US"
"26911","US"
"26912","US"
"26913","US"
"26914","US"
"26915","US"
"26916","US"
"26917","US"
"26918","US"
"26919","US"
"26920","AU"
"26921","US"
"26922","US"
"26923","US"
"26924","other"
"26925","US"
"26926","US"
"26927","US"
"26928","US"
"26929","US"
"26930","US"
"26931","US"
"26932","US"
"26933","US"
"26934","US"
"26935","US"
"26936","US"
"26937","US"
"26938","US"
"26939","US"
"26940","US"
"26941","US"
"26942","US"
"26943","US"
"26944","US"
"26945","US"
"26946","US"
"26947","US"
"26948","US"
"26949","US"
"26950","US"
"26951","US"
"26952","US"
"26953","US"
"26954","US"
"26955","US"
"26956","US"
"26957","US"
"26958","US"
"26959","US"
"26960","US"
"26961","US"
"26962","US"
"26963","US"
"26964","US"
"26965","US"
"26966","US"
